Title,Release_Date,Color_BW,Genre,Language,Country,Rating,Lead_Actor,Director_Name,Lead_Actor_FB_Likes,Cast_FB_Likes,Director_FB_Likes,Movie_FB Likes,IMDb_Score,Total_Reviews,Duration_mins,Gross_Revenue_in_thousands ,Budget_in_thousands
Movie 43,2/4/2013,Color,Comedy,English,USA,R,Hugh Jackman,Elizabeth Banks,20000,41059,0,25000,4.3,180,94,8828.771,6000
Nebraska,3/20/2013,Black and White,Adventure,English,USA,R,Devin Ratray,Alexander Payne,1000,3798,729,28000,7.8,433,115,17613.46,12000
Now You See Me,4/13/2013,Color,Crime,English,USA,PG-13,Morgan Freeman,Louis Leterrier,11000,13312,255,105000,7.3,384,125,117698.894,75000
Oblivion,10/4/2013,Color,Action,English,USA,PG-13,Morgan Freeman,Joseph Kosinski,11000,22004,364,71000,7,539,124,89021.735,120000
Oculus,10/18/2013,Color,Horror,English,USA,R,James Lafferty,Mike Flanagan,972,2071,59,23000,6.5,336,104,27689.474,5000
Of Horses and Men,6/12/2013,Color,Comedy,Icelandic,Iceland,,Ingvar Eggert Sigurðsson,Benedikt Erlingsson,63,81,4,1000,6.9,66,81,11.835,10000
Olympus Has Fallen,6/20/2013,Color,Action,English,USA,R,Gerard Butler,Antoine Fuqua,18000,31782,845,45000,6.5,358,119,98895.417,70000
One Direction: This Is Us,8/27/2013,Color,Documentary,English,USA,PG,Harry Styles,Morgan Spurlock,773,2787,293,0,4.1,83,106,28873.374,10000
Only God Forgives,12/8/2013,Color,Crime,English,Denmark,R,Ryan Gosling,Nicolas Winding Refn,33000,34779,0,30000,5.7,440,90,778.565,4800
Out of the Furnace,9/29/2013,Color,Crime,English,USA,R,Christian Bale,Scott Cooper,23000,24134,108,17000,6.8,288,116,11326.836,22000
Oz the Great and Powerful,4/12/2013,Color,Adventure,English,USA,PG,Tim Holmes,Sam Raimi,44000,73441,0,60000,6.4,525,130,234903.076,215000
Pacific Rim,9/5/2013,Color,Action,English,USA,PG-13,Charlie Hunnam,Guillermo del Toro,16000,19166,0,83000,7,575,131,101785.482,190000
Pain & Gain,5/24/2013,Color,Comedy,English,USA,R,Dwayne Johnson,Michael Bay,12000,13573,0,43000,6.5,335,129,49874.933,26000
Parker,3/28/2013,Color,Action,English,USA,R,Jason Statham,Taylor Hackford,26000,28479,138,17000,6.2,224,118,17609.982,35000
Peeples,2/1/2013,Color,Comedy,English,USA,PG-13,Tyler James Williams,Tina Gordon Chism,931,3322,24,0,5.3,43,95,9123.834,15000
Percy Jackson: Sea of Monsters,10/17/2013,Color,Adventure,English,USA,PG,Logan Lerman,Thor Freudenthal,8000,10882,87,28000,5.9,183,106,68558.662,90000
Philomena,10/30/2013,Color,Biography,English,UK,PG-13,Steve Coogan,Stephen Frears,1000,2376,350,37000,7.6,354,98,37707.719,12000
Prisoners,7/30/2013,Color,Crime,English,USA,R,Hugh Jackman,Denis Villeneuve,20000,37321,777,86000,8.1,454,153,60962.878,46000
R.I.P.D.,3/29/2013,Color,Action,English,USA,PG-13,Ryan Reynolds,Robert Schwentke,16000,31549,124,20000,5.6,208,96,33592.415,130000
R100,12/21/2013,Color,Comedy,Japanese,Japan,Unrated,Lindsay Kay Hayward,Hitoshi Matsumoto,31,81,17,543,6.1,72,99,22.77,5500
RED 2,1/21/2013,Color,Action,English,USA,PG-13,Bruce Willis,Dean Parisot,13000,25220,23,22000,6.7,234,116,53215.979,84000
Riddick,5/18/2013,Color,Action,English,USA,R,Vin Diesel,David Twohy,14000,17551,123,39000,6.4,302,127,41997.79,38000
Runner Runner,2/1/2013,Color,Crime,English,USA,R,Justin Timberlake,Brad Furman,3000,5706,65,0,5.6,184,88,19316.646,30000
Rush,9/2/2013,Color,Action,English,UK,R,Chris Hemsworth,Ron Howard,26000,37206,2000,83000,8.1,393,123,26903.709,38000
Safe Haven,6/21/2013,Color,Drama,English,USA,PG-13,David Lyons,Lasse Hallström,576,1554,529,23000,6.7,184,115,71346.93,28000
Saving Mr. Banks,12/21/2013,Color,Biography,English,USA,PG-13,Tom Hanks,John Lee Hancock,15000,19809,102,39000,7.5,405,125,83299.761,35000
Scary Movie 5,12/28/2013,Color,Comedy,English,USA,PG-13,Marisa Saks,Malcolm D. Lee,31000,34319,92,13000,3.5,153,88,32014.289,20000
Side Effects,4/1/2013,Color,Crime,English,USA,R,Channing Tatum,Steven Soderbergh,17000,18469,0,29000,7.1,450,106,32154.41,30000
Snitch,10/14/2013,Color,Action,English,USA,PG-13,Dwayne Johnson,Ric Roman Waugh,12000,15800,29,12000,6.5,238,112,42919.096,15000
Snowpiercer,11/30/2013,Color,Action,English,South Korea,R,Chris Evans,Joon-ho Bong,11000,12286,584,58000,7,488,126,4563.029,39200
Star Trek Into Darkness,1/13/2013,Color,Action,English,USA,PG-13,Benedict Cumberbatch,J.J. Abrams,19000,21411,14000,92000,7.8,590,132,228756.232,190000
Stoker,4/29/2013,Color,Drama,English,UK,R,Mia Wasikowska,Chan-wook Park,3000,5074,0,27000,6.8,469,99,1702.277,12000
Texas Chainsaw 3D,10/29/2013,Color,Horror,English,USA,R,Gunnar Hansen,John Luessenhop,383,1945,34,16000,4.8,282,92,34334.256,11000
The Adventurer: The Curse of the Midas Box,3/25/2013,Color,Adventure,English,UK,PG,Ioan Gruffudd,Jonathan Newman,2000,2450,3,0,5.4,28,100,4.756,25000
The Amazing Catfish,11/23/2013,Color,Comedy,Spanish,Mexico,,Ximena Ayala,Claudia Sainte-Luce,31,58,0,407,7,50,89,11.278,1300
The Best Man Holiday,11/13/2013,Color,Comedy,English,USA,R,Harold Perrineau,Malcolm D. Lee,1000,5306,92,7000,6.7,56,123,70492.685,17000
The Best Offer,11/4/2013,Color,Crime,English,Italy,R,Jim Sturgess,Giuseppe Tornatore,5000,5954,911,31000,7.8,124,131,85.433,13500
The Big Wedding,9/17/2013,Color,Comedy,English,USA,R,Robin Williams,Justin Zackham,49000,74181,16,0,5.6,133,89,21784.432,35000
The Book Thief,5/9/2013,Color,Drama,English,USA,PG-13,Emily Watson,Brian Percival,876,1985,33,53000,7.6,252,131,21483.154,19000
The Call,5/24/2013,Color,Crime,English,USA,R,Michael Imperioli,Brad Anderson,873,2812,122,23000,6.7,285,94,51872.378,13000
The Canyons,11/12/2013,Color,Drama,English,USA,R,Nolan Gerard Funk,Paul Schrader,924,2862,261,0,3.9,162,99,49.494,250
The Conjuring,10/26/2013,Color,Horror,English,USA,R,Mackenzie Foy,James Wan,6000,9049,0,131000,7.5,511,112,137387.272,20000
The Counselor,4/19/2013,Color,Crime,English,USA,R,Michael Fassbender,Ridley Scott,13000,27797,0,24000,5.3,336,138,16969.39,25000
The Croods,6/7/2013,Color,Adventure,English,USA,PG,Ryan Reynolds,Kirk De Micco,16000,43286,16,28000,7.3,257,98,187165.546,135000
The East,8/7/2013,Color,Drama,English,UK,PG-13,Alexander Skarsgård,Zal Batmanglij,10000,13180,129,12000,6.9,200,116,2268.296,6500
The Fifth Estate,3/23/2013,Color,Biography,English,USA,R,Benedict Cumberbatch,Bill Condon,19000,36337,386,11000,6.2,224,128,3254.172,28000
The Grandmaster,6/17/2013,Color,Action,Mandarin,Hong Kong,PG-13,Tony Chiu Wai Leung,Kar-Wai Wong,643,943,0,13000,6.5,273,122,6594.136,38600
The Great Beauty,1/5/2013,Color,Drama,Italian,Italy,Not Rated,Toni Servillo,Paolo Sorrentino,211,456,667,29000,7.7,280,172,2835.886,9200
The Great Gatsby,5/27/2013,Color,Drama,English,Australia,PG-13,Leonardo DiCaprio,Baz Luhrmann,29000,29770,1000,115000,7.3,490,143,144812.796,105000
The Green Inferno,1/18/2013,Color,Adventure,English,USA,R,Daryl Sabara,Eli Roth,640,2082,0,12000,5.4,285,100,7186.67,6000
The Heat,6/23/2013,Color,Action,English,USA,R,Michael Rapaport,Paul Feig,975,4825,176,24000,6.6,270,123,159578.352,43000
The Hobbit: The Desolation of Smaug,1/26/2013,Color,Adventure,English,USA,PG-13,Aidan Turner,Peter Jackson,5000,9152,0,83000,7.9,509,186,258355.354,225000
The Hunger Games: Catching Fire,3/14/2013,Color,Adventure,English,USA,PG-13,Jennifer Lawrence,Francis Lawrence,34000,49355,508,82000,7.6,502,146,424645.577,130000
The Immigrant,5/5/2013,Color,Drama,English,USA,R,Jeremy Renner,James Gray,10000,11019,115,0,6.6,230,120,1984.743,16000
The Incredible Burt Wonderstone,9/11/2013,Color,Comedy,English,USA,PG-13,Steve Buscemi,Don Scardino,12000,32094,35,13000,5.9,260,100,22525.921,30000
The Internship,4/11/2013,Color,Comedy,English,USA,PG-13,Josh Gad,Shawn Levy,1000,5081,189,22000,6.3,246,125,44665.963,58000
The Knife of Don Juan,4/24/2013,Color,Comedy,Spanish,USA,,Nataniel Sánchez,Tom Sanchez,3,5,0,75,7.2,1,110,3.83,1200
The Last Days on Mars,5/26/2013,Color,Horror,English,UK,R,Romola Garai,Ruairi Robinson,805,2271,7,0,5.5,120,98,23.838,7000
The Last Exorcism Part II,11/12/2013,Color,Drama,English,France,PG-13,Muse Watson,Ed Gass-Donnelly,45000,46868,8,0,4,161,93,15152.879,5000
The Last Stand,6/8/2013,Color,Action,English,USA,R,Zach Gilford,Jee-woon Kim,971,1643,419,24000,6.4,376,107,12026.67,45000
The Lone Ranger,12/22/2013,Color,Action,English,USA,PG-13,Johnny Depp,Gore Verbinski,40000,45757,563,48000,6.5,450,150,89289.91,215000
The Lunchbox,6/3/2013,Color,Drama,Hindi,India,PG,Nawazuddin Siddiqui,Ritesh Batra,638,822,25,16000,7.8,195,104,4231.5,1000
The Mortal Instruments: City of Bones,4/2/2013,Color,Fantasy,English,USA,PG-13,Aidan Turner,Harald Zwart,5000,10247,91,44000,6,212,130,31165.421,60000
The Purge,12/3/2013,Color,Horror,English,USA,R,Rhys Wakefield,James DeMonaco,942,3708,65,31000,5.7,361,85,64423.65,3000
The Railway Man,3/8/2013,Color,Biography,English,Australia,R,Jeremy Irvine,Jonathan Teplitzky,25000,39463,6,18000,7.1,186,116,4435.083,18000
The Secret Life of Walter Mitty,12/8/2013,Color,Adventure,English,USA,PG,Adam Scott,Ben Stiller,3000,5095,0,70000,7.3,362,114,58229.12,90000
The Smurfs 2,6/12/2013,Color,Adventure,English,USA,PG,Jacob Tremblay,Raja Gosnell,681,914,67,0,5.4,125,105,71017.784,105000
The Spectacular Now,9/2/2013,Color,Comedy,English,USA,R,Shailene Woodley,James Ponsoldt,8000,10040,53,10000,7.1,220,95,6851.969,2500
The To Do List,5/15/2013,Color,Comedy,English,USA,R,Donald Glover,Maggie Carey,801,2667,38,0,5.8,97,104,3447.339,1500
The Way Way Back,5/9/2013,Color,Comedy,English,USA,PG-13,Steve Carell,Nat Faxon,7000,8375,214,22000,7.4,276,103,21501.098,5000
The Wolf of Wall Street,3/21/2013,Color,Biography,English,USA,R,Leonardo DiCaprio,Martin Scorsese,29000,46057,17000,138000,8.2,606,240,116866.727,100000
The Wolverine,1/19/2013,Color,Action,English,USA,PG-13,Hugh Jackman,James Mangold,20000,23755,446,68000,6.7,440,138,132550.96,120000
The World's End,3/14/2013,Color,Action,English,UK,R,Michael Smiley,Edgar Wright,177,278,1000,49000,7,427,109,26003.149,20000
The Young and Prodigious T.S. Spivet,7/23/2013,Color,Action,English,France,PG,Callum Rennie,Jean-Pierre Jeunet,716,1843,0,5000,7.1,122,105,99.462,33000
This Is the End,8/29/2013,Color,Comedy,English,USA,R,Channing Tatum,Evan Goldberg,17000,38751,133,97000,6.7,418,107,101470.202,32000
Thor: The Dark World,10/14/2013,Color,Action,English,USA,PG-13,Chris Hemsworth,Alan Taylor,26000,59803,230,63000,7.1,486,112,206360.018,170000
Thunder and the House of Magic,6/24/2013,Color,Adventure,English,Belgium,,Kyle Hebert,Jeremy Degruson,324,369,0,0,6.3,60,85,4.091,34000
Trance,8/26/2013,Color,Crime,English,UK,R,Rosario Dawson,Danny Boyle,3000,5056,0,23000,7,393,101,2319.187,20000
Turbo,6/24/2013,Color,Adventure,English,USA,PG,Ryan Reynolds,David Soren,16000,17416,13,13000,6.5,166,96,83024.9,135000
Walking with Dinosaurs 3D,11/6/2013,Color,Adventure,English,USA,PG,Charlie Rowe,Barry Cook,882,1971,43,0,5.2,113,87,36073.232,80000
Warm Bodies,12/26/2013,Color,Comedy,English,USA,PG-13,Cory Hardrict,Jonathan Levine,303,337,129,81000,6.9,452,98,66359.959,35000
We're the Millers,8/22/2013,Color,Comedy,English,USA,R,Laura-Leigh,Rawson Marshall Thurber,740,3425,43,35000,7,289,118,150368.971,37000
White House Down,3/12/2013,Color,Action,English,USA,PG-13,Channing Tatum,Roland Emmerich,17000,18204,776,33000,6.4,339,131,73103.784,150000
World War Z,11/11/2013,Color,Action,English,USA,PG-13,Peter Capaldi,Marc Forster,17000,32392,395,129000,7,654,123,202351.611,190000
22 Jump Street,11/19/2014,Color,Action,English,USA,R,Channing Tatum,Phil Lord,17000,19428,97,24000,7.1,330,112,191616.238,50000
3 Days to Kill,6/25/2014,Color,Action,English,USA,PG-13,Connie Nielsen,McG,933,1286,368,10000,6.2,211,123,30688.364,28000
300: Rise of an Empire,12/15/2014,Color,Action,English,USA,R,Eva Green,Noam Murro,6000,10583,263,71000,6.2,366,102,106369.117,110000
A Haunted House 2,5/11/2014,Color,Comedy,English,USA,R,Ashley Rickards,Michael Tiddes,986,4073,89,0,4.7,69,86,17314.483,4000
A Lego Brickumentary,11/23/2014,Color,Documentary,English,Denmark,G,G.W. Krauss,Kief Davidson,20,28,0,0,6.8,43,93,100.24,1000
A Million Ways to Die in the West,10/5/2014,Color,Comedy,English,USA,R,Liam Neeson,Seth MacFarlane,14000,28927,3000,24000,6.1,303,136,42615.685,40000
A Most Violent Year,8/17/2014,Color,Action,English,USA,R,David Oyelowo,J.C. Chandor,1000,3979,78,0,7,350,125,5749.134,20000
A Most Wanted Man,1/17/2014,Color,Crime,English,UK,R,Philip Seymour Hoffman,Anton Corbijn,22000,22574,210,13000,6.8,291,122,17237.244,15000
A Walk Among the Tombstones,9/12/2014,Color,Crime,English,USA,R,Liam Neeson,Scott Frank,14000,15428,71,15000,6.5,253,114,25977.365,28000
About Last Night,3/15/2014,Color,Comedy,English,USA,R,Joe Lo Truglio,Steve Pink,833,2800,38,0,6.1,90,100,48637.684,12500
Addicted,4/6/2014,Color,Drama,Spanish,USA,R,Boris Kodjoe,Bille Woodruff,1000,2840,23,0,5.2,9,106,17382.982,5000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2/26/2014,Color,Comedy,English,USA,PG,Bella Thorne,Miguel Arteta,35000,47677,44,12000,6.2,119,81,66950.483,28000
Aloft,12/13/2014,Color,Drama,English,Spain,R,Ian Tracey,Claudia Llosa,144,326,43,675,5.3,56,97,52.961,8000
American Sniper,2/19/2014,Color,Action,English,USA,R,Bradley Cooper,Clint Eastwood,14000,16277,16000,112000,7.3,490,133,350123.553,58800
And So It Goes,1/21/2014,Color,Comedy,English,USA,PG-13,Yaya DaCosta,Rob Reiner,712,1673,0,3000,5.7,107,94,15155.772,18000
Annabelle,11/16/2014,Color,Horror,English,USA,R,Alfre Woodard,John R. Leonetti,1000,2323,40,45000,5.4,271,99,84263.837,6500
Annie,2/10/2014,Color,Comedy,English,USA,PG,Quvenzhané Wallis,Will Gluck,2000,4796,87,16000,5.2,176,118,85911.262,65000
"As Above, So Below",12/4/2014,Color,Horror,English,USA,R,Ben Feldman,John Erick Dowdle,1000,1410,66,14000,6.1,196,93,21197.315,5000
Atlas Shrugged: Who Is John Galt?,6/12/2014,Color,Drama,English,USA,PG-13,Joaquim de Almeida,James Manera,578,3382,0,0,4.4,12,99,830.21,5000
Before I Go to Sleep,3/4/2014,Color,Drama,English,UK,R,Colin Firth,Rowan Joffe,14000,14617,17,11000,6.3,149,92,2963.012,22000
Beyond the Lights,6/27/2014,Color,Drama,English,USA,PG-13,Minnie Driver,Gina Prince-Bythewood,893,3110,107,0,6.9,71,116,14612.84,7000
Big Eyes,5/19/2014,Color,Biography,English,USA,PG-13,Christoph Waltz,Tim Burton,11000,12418,13000,20000,7,325,106,14479.776,10000
Big Hero 6,5/9/2014,Color,Action,English,USA,PG,Damon Wayans Jr.,Don Hall,756,2963,38,41000,7.9,384,102,222487.711,165000
Birdman or (The Unexpected Virtue of Ignorance),8/9/2014,Color,Comedy,English,USA,R,Emma Stone,Alejandro G. Iñárritu,15000,21668,0,114000,7.8,588,119,42335.698,18000
Black or White,6/26/2014,Color,Drama,English,USA,PG-13,Jennifer Ehle,Mike Binder,1000,3745,57,0,6.6,91,121,21569.041,9000
Blended,12/9/2014,Color,Comedy,English,USA,PG-13,Bella Thorne,Frank Coraci,35000,49743,153,12000,6.5,173,117,46280.507,40000
Born to Fly: Elizabeth Streb vs. Gravity,8/3/2014,Color,Action,English,USA,,Elizabeth Streb,Catherine Gund,0,0,0,44,6.8,10,82,21.199,500
Boyhood,7/10/2014,Color,Drama,English,USA,R,Ellar Coltrane,Richard Linklater,230,673,0,92000,8,548,165,25359.2,4000
Brick Mansions,6/26/2014,Color,Action,English,France,PG-13,Paul Walker,Camille Delamarre,23000,25387,11,0,5.7,177,100,20285.518,28000
Captain America: The Winter Soldier,4/9/2014,Color,Action,English,USA,PG-13,Scarlett Johansson,Anthony Russo,19000,36188,94,55000,7.8,576,136,259746.958,170000
Dawn of the Planet of the Apes,5/8/2014,Color,Action,English,USA,PG-13,Gary Oldman,Matt Reeves,10000,14363,198,45000,7.6,521,130,208543.795,170000
Deliver Us from Evil,1/29/2014,Color,Horror,English,USA,R,Olivia Munn,Scott Derrickson,2000,5697,301,18000,6.2,242,118,30523.568,30000
Desert Dancer,10/2/2014,Color,Biography,English,UK,PG-13,Tom Cullen,Richard Raymond,507,1281,10,0,6,31,104,143.653,4000
Devil's Due,10/28/2014,Color,Horror,English,USA,R,Zach Gilford,Matt Bettinelli-Olpin,971,2517,14,0,4,137,89,15818.967,7000
Divergent,8/13/2014,Color,Adventure,English,USA,PG-13,Kate Winslet,Neil Burger,14000,22226,168,49000,6.7,459,139,150832.203,85000
Dolphin Tale 2,2/20/2014,Color,Drama,English,USA,PG,Morgan Freeman,Charles Martin Smith,11000,13904,188,0,6.4,54,107,42019.483,36000
Dracula Untold,12/13/2014,Color,Action,English,USA,PG-13,Dominic Cooper,Gary Shore,3000,5178,28,37000,6.3,261,92,55942.83,70000
Draft Day,3/5/2014,Color,Drama,English,USA,R,Jennifer Garner,Ivan Reitman,3000,3757,425,14000,6.8,159,110,28831.145,25000
Dumb and Dumber To,9/14/2014,Color,Comedy,English,USA,PG-13,Bill Murray,Bobby Farrelly,13000,16179,101,55000,5.7,218,109,86208.01,35000
Earth to Echo,5/18/2014,Color,Adventure,English,USA,PG,Teo Halm,Dave Green,803,1921,13,0,5.8,112,91,38916.903,13000
Edge of Tomorrow,1/25/2014,Color,Action,English,USA,PG-13,Tom Cruise,Doug Liman,10000,12652,218,77000,7.9,585,113,100189.501,178000
Endless Love,5/11/2014,Color,Drama,English,USA,PG-13,Alex Pettyfer,Shana Feste,15000,18760,19,0,6.3,98,104,23393.765,20000
Escobar: Paradise Lost,12/4/2014,Color,Crime,English,France,R,Josh Hutcherson,Andrea Di Stefano,14000,14492,30,0,6.6,106,120,106.869,17000
Exodus: Gods and Kings,3/27/2014,Color,Action,English,UK,PG-13,Christian Bale,Ridley Scott,23000,26490,0,51000,6.1,314,150,65007.045,140000
Falcon Rising,3/25/2014,Color,Action,English,USA,R,Michael Jai White,Ernie Barbarash,2000,3089,249,0,5.8,29,103,8.691,4500
Fury,6/17/2014,Color,Action,English,USA,R,Brad Pitt,David Ayer,11000,20411,452,82000,7.6,406,134,85707.116,68000
Futuro Beach,11/26/2014,Color,Drama,Portuguese,Brazil,Unrated,Wagner Moura,Karim Aïnouz,585,629,19,278,6.1,70,106,20.262,4000
Get on Up,4/17/2014,Color,Biography,English,USA,PG-13,Tika Sumpter,Tate Taylor,521,2060,150,11000,6.9,165,139,30513.94,30000
Gone Girl,7/16/2014,Color,Crime,English,USA,R,Patrick Fugit,David Fincher,835,4348,21000,146000,8.1,568,149,167735.396,61000
Guardians of the Galaxy,7/14/2014,Color,Action,English,USA,PG-13,Bradley Cooper,James Gunn,14000,32438,571,96000,8.1,653,121,333130.696,170000
Happy Christmas,8/1/2014,Color,Comedy,English,USA,R,Anna Kendrick,Joe Swanberg,10000,11642,217,812,5.6,65,82,30.084,70
Heaven Is for Real,2/2/2014,Color,Biography,English,USA,PG,Jacob Vargas,Randall Wallace,399,663,130,23000,5.8,82,99,91443.253,12000
Hercules,6/25/2014,Color,Action,English,USA,PG-13,Dwayne Johnson,Brett Ratner,12000,16235,420,21000,6,245,101,72660.029,100000
Horrible Bosses 2,7/8/2014,Color,Comedy,English,USA,R,Kevin Spacey,Sean Anders,18000,30571,51,12000,6.3,196,116,54414.716,42000
How to Train Your Dragon 2,2/1/2014,Color,Action,English,USA,PG,Gerard Butler,Dean DeBlois,18000,23378,255,46000,7.9,292,102,176997.107,145000
"I, Frankenstein",5/23/2014,Color,Action,English,Australia,PG-13,Caitlin Stasey,Stuart Beattie,623,3165,72,15000,5.1,308,92,19059.018,65000
If I Stay,5/19/2014,Color,Drama,English,USA,PG-13,Chloë Grace Moretz,R.J. Cutler,17000,20466,15,15000,6.8,141,107,50461.335,11000
Inherent Vice,7/4/2014,Color,Comedy,English,USA,R,Martin Dew,Paul Thomas Anderson,204,707,0,18000,6.7,401,148,8093.318,20000
Interstellar,12/28/2014,Color,Adventure,English,USA,PG-13,Matthew McConaughey,Christopher Nolan,11000,31488,22000,349000,8.6,712,169,187991.439,165000
Into the Storm,7/7/2014,Color,Action,English,USA,PG-13,Matt Walsh,Steven Quale,490,1367,77,15000,5.8,228,89,47553.512,50000
Into the Woods,10/4/2014,Color,Adventure,English,USA,PG,Johnny Depp,Rob Marshall,40000,62837,252,90000,6,321,125,127997.349,50000
It Follows,10/28/2014,Color,Horror,English,USA,R,Maika Monroe,David Robert Mitchell,314,1062,421,45000,6.9,533,100,14673.301,2000
Jack Ryan: Shadow Recruit,7/15/2014,Color,Action,English,USA,PG-13,Colm Feore,Kenneth Branagh,539,1411,0,17000,6.2,313,105,50549.107,60000
Jersey Boys,3/13/2014,Color,Biography,English,USA,R,Johnny Cannizzaro,Clint Eastwood,880,2281,16000,16000,6.9,249,134,47034.272,40000
Kill the Messenger,9/30/2014,Color,Biography,English,USA,R,Jeremy Renner,Michael Cuesta,10000,12897,52,13000,7,163,112,2445.646,5000
Kung Fu Killer,9/24/2014,Color,Action,Cantonese,China,,Siu-Wong Fan,Teddy Chan,79,285,3,0,6.5,65,100,129.115,25000
Left Behind,10/16/2014,Color,Action,English,USA,PG-13,Nicolas Cage,Vic Armstrong,12000,15044,179,31000,3.1,169,110,13998.282,16000
Let's Be Cops,8/23/2014,Color,Comedy,English,USA,R,Rob Riggle,Luke Greenfield,839,3627,42,14000,6.5,129,104,82389.56,17000
Locker 13,11/28/2014,Color,Thriller,English,USA,R,Tatyana Ali,Bruce Dellis,685,2048,0,261,4.8,10,95,2.468,300
Lucy,8/20/2014,Color,Action,English,France,R,Scarlett Johansson,Luc Besson,19000,32325,0,83000,6.4,433,89,126546.825,40000
Maleficent,3/6/2014,Color,Action,English,USA,PG,Angelina Jolie Pitt,Robert Stromberg,11000,15516,171,89000,7,401,97,241407.328,180000
Million Dollar Arm,11/26/2014,Color,Biography,English,USA,PG,Jon Hamm,Craig Gillespie,4000,6393,44,10000,7,151,124,36447.959,25000
Moms' Night Out,11/8/2014,Color,Comedy,English,USA,PG,Alex Kendrick,Andrew Erwin,589,2705,10,0,5.4,49,98,10429.707,5000
Mr. Peabody & Sherman,2/27/2014,Color,Adventure,English,USA,PG,Ty Burrell,Rob Minkoff,3000,5810,50,11000,6.9,196,92,111505.642,145000
Mr. Turner,6/4/2014,Color,Biography,English,UK,R,Lesley Manville,Mike Leigh,149,390,608,0,6.8,262,150,3958.5,8200
Muppets Most Wanted,12/3/2014,Color,Adventure,English,USA,PG,Ty Burrell,James Bobin,3000,6089,33,10000,6.4,277,119,51178.893,50000
Need for Speed,8/29/2014,Color,Action,English,USA,PG-13,Rami Malek,Scott Waugh,3000,7081,76,32000,6.5,327,132,43568.507,66000
Neighbors,2/25/2014,Color,Comedy,English,USA,R,Craig Roberts,Nicholas Stoller,920,2771,89,21000,6.4,351,97,150056.505,18000
Night at the Museum: Secret of the Tomb,1/6/2014,Color,Adventure,English,USA,PG,Robin Williams,Shawn Levy,49000,53587,189,11000,6.2,154,98,113733.726,127000
Nightcrawler,10/28/2014,Color,Crime,English,USA,R,Jake Gyllenhaal,Dan Gilroy,15000,15554,66,65000,7.9,534,117,32279.955,8500
No Good Deed,5/30/2014,Color,Crime,English,USA,PG-13,Leslie Bibb,Sam Miller,1000,2297,12,0,5.6,58,84,52543.632,13200
Noah,2/10/2014,Color,Action,English,USA,PG-13,Anthony Hopkins,Darren Aronofsky,12000,32355,0,71000,5.8,434,138,101160.529,125000
Non-Stop,5/28/2014,Color,Action,English,UK,PG-13,Liam Neeson,Jaume Collet-Serra,14000,16967,174,24000,7,359,106,91439.4,50000
Not Cool,1/10/2014,Color,Comedy,English,USA,Not Rated,Shane Dawson,Shane Dawson,247,954,247,0,5.1,6,93,35.688,600
Ouija,10/6/2014,Color,Fantasy,English,USA,PG-13,Lin Shaye,Stiles White,852,5056,10,18000,4.4,183,89,50820.94,5000
Paddington,2/27/2014,Color,Animation,English,UK,PG,Julie Walters,Paul King,838,3697,17,30000,7.2,224,95,76137.505,55000
Paranormal Activity: The Marked Ones,12/7/2014,Color,Fantasy,English,USA,R,Richard Cabral,Christopher Landon,510,2161,52,10000,5,220,101,32453.345,5000
Penguins of Madagascar,8/2/2014,Color,Adventure,English,USA,PG,Benedict Cumberbatch,Eric Darnell,19000,19963,35,11000,6.7,153,92,83348.92,132000
Pompeii,6/4/2014,Color,Action,English,Canada,PG-13,Sasha Roiz,Paul W.S. Anderson,795,1099,545,20000,5.6,272,105,23219.748,80000
Ride Along,11/7/2014,Color,Action,English,USA,PG-13,Bruce McGill,Tim Story,655,2394,167,0,6.2,146,99,134141.53,25000
Rio 2,1/21/2014,Color,Adventure,English,USA,G,Miguel Ferrer,Carlos Saldanha,688,1031,107,0,6.4,159,101,131536.019,103000
RoboCop,9/6/2014,Color,Action,English,USA,PG-13,Gary Oldman,José Padilha,10000,14161,294,60000,6.2,492,117,58607.007,100000
Rosewater,7/8/2014,Color,Biography,English,USA,R,Numan Acar,Jon Stewart,374,1283,593,5000,6.6,129,103,3093.491,5000
Rudderless,9/12/2014,Color,Comedy,English,USA,R,Billy Crudup,William H. Macy,745,1986,0,0,7.5,44,105,37.44,5000
Sabotage,9/19/2014,Color,Action,English,USA,R,Mireille Enos,David Ayer,1000,1458,453,10000,5.7,233,109,10499.968,35000
Selma,6/20/2014,Color,Biography,English,UK,PG-13,David Oyelowo,Ava DuVernay,1000,3869,151,22000,7.5,364,128,52066,20000
Seventh Son,10/15/2014,Color,Action,English,USA,PG-13,Jeff Bridges,Sergey Bodrov,12000,17098,44,16000,5.5,175,102,17176.9,95000
Sex Tape,4/27/2014,Color,Comedy,English,USA,R,James Wilcox,Jake Kasdan,683,1488,52,0,5.1,201,94,38543.473,40000
Sin City: A Dame to Kill For,5/10/2014,Black and White,Action,English,USA,R,Joseph Gordon-Levitt,Frank Miller,23000,49433,436,32000,6.5,339,102,13750.556,65000
Skin Trade,9/2/2014,Color,Action,English,Thailand,R,Michael Jai White,Ekachai Uekrongtham,2000,2802,3,0,5.7,66,96,0.162,9000
Son of God,6/25/2014,Color,Biography,English,USA,PG-13,Roma Downey,Christopher Spencer,329,775,25,15000,5.6,61,170,59696.176,22000
